city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Lingamparti,Lingamparti,17.2827,82.1231,India,IN,IND,Andhra Pradesh,,12967,1356156344
Uppāda,Uppada,17.0833,82.3333,India,IN,IND,Andhra Pradesh,,12964,1356472489
Palangarai,Palangarai,11.1978,77.3058,India,IN,IND,Tamil Nādu,,12963,1356165837
Garhi,Garhi,25.0447,79.6772,India,IN,IND,Madhya Pradesh,,12962,1356775899
Kūdangulam,Kudangulam,8.1901,77.7002,India,IN,IND,Tamil Nādu,,12957,1356249202
Jhaua,Jhaua,25.625,84.5161,India,IN,IND,Bihār,,12955,1356368167
Mirdaul,Mirdaul,26.2363,87.0971,India,IN,IND,Bihār,,12951,1356003414
Mulakalūru,Mulakaluru,16.2776,80.0672,India,IN,IND,Andhra Pradesh,,12949,1356896759
Jaitpur,Jaitpur,25.9132,84.573,India,IN,IND,Bihār,,12946,1356034927
Lakkavaram,Lakkavaram,17.0628,81.2919,India,IN,IND,Andhra Pradesh,,12945,1356073499
Cherutana Tekku,Cherutana Tekku,9.323,76.4382,India,IN,IND,Kerala,,12944,1356160876
Sākhmohan,Sakhmohan,25.6325,85.9859,India,IN,IND,Bihār,,12939,1356048948
Rāmpur Shāmchand,Rampur Shamchand,25.5664,85.3289,India,IN,IND,Bihār,,12937,1356906624
Kachavaram,Kachavaram,16.5361,79.7187,India,IN,IND,Andhra Pradesh,,12928,1356086007
Ātmakūru,Atmakuru,14.6452,77.3554,India,IN,IND,Andhra Pradesh,,12926,1356647980
Amarwā Khurd,Amarwa Khurd,26.8333,84.25,India,IN,IND,Uttar Pradesh,,12920,1356263819
Kalanaur,Kalanaur,32.01,75.09,India,IN,IND,Punjab,,12915,1356773306
Karāhal,Karahal,25.4909,77.0543,India,IN,IND,Madhya Pradesh,,12903,1356107107
Kankandighi,Kankandighi,21.9744,88.4659,India,IN,IND,West Bengal,,12900,1356591513
Vellakkinar,Vellakkinar,11.0736,76.9566,India,IN,IND,Tamil Nādu,,12899,1356335324
Tirmaigiri,Tirmaigiri,17.427,79.4724,India,IN,IND,Andhra Pradesh,,12899,1356092592
Gurgunta,Gurgunta,16.2558,76.5628,India,IN,IND,Karnātaka,,12898,1356120396
Sisauna,Sisauna,26.132,87.6231,India,IN,IND,Bihār,,12897,1356777470
Bairia,Bairia,25.5563,85.1835,India,IN,IND,Bihār,,12897,1356779350
Kalappālangulam,Kalappalangulam,9.1889,77.5604,India,IN,IND,Tamil Nādu,,12896,1356204247
Saghar Sultānpur,Saghar Sultanpur,26.1583,84.757,India,IN,IND,Bihār,,12893,1356938462
Bāgewādi,Bagewadi,16.29,74.6,India,IN,IND,Mahārāshtra,,12892,1356091321
Elavanasūr,Elavanasur,11.7154,79.1796,India,IN,IND,Tamil Nādu,,12889,1356028126
Pentapādu Kasba,Pentapadu Kasba,16.7804,81.5254,India,IN,IND,Andhra Pradesh,,12889,1356836151
Kalavai,Kalavai,12.7691,79.4196,India,IN,IND,Tamil Nādu,,12887,1356950297
Ringnod,Ringnod,22.6113,74.9338,India,IN,IND,Madhya Pradesh,,12880,1356965606
Edattirutti,Edattirutti,10.3667,76.1333,India,IN,IND,Kerala,,12880,1356703766
Koturkolkara,Koturkolkara,9.5667,76.8833,India,IN,IND,Kerala,,12876,1356161651
Alāyaman,Alayaman,8.8843,76.9653,India,IN,IND,Kerala,,12869,1356161940
Tanakkangulam,Tanakkangulam,9.8877,78.0397,India,IN,IND,Tamil Nādu,,12867,1356236922
Mansāpur,Mansapur,26.5262,86.4101,India,IN,IND,Bihār,,12859,1356029587
Rehti,Rehti,22.7378,77.434,India,IN,IND,Madhya Pradesh,,12859,1356617853
Mūlaikkaraippatti,Mulaikkaraippatti,8.5454,77.7679,India,IN,IND,Tamil Nādu,,12859,1356419663
Ganapavaram,Ganapavaram,15.9232,80.5856,India,IN,IND,Andhra Pradesh,,12859,1356151920
Dhutauli,Dhutauli,25.5274,86.625,India,IN,IND,Bihār,,12855,1356933760
Chinnasekkadu,Chinnasekkadu,13.1609,80.2573,India,IN,IND,Tamil Nādu,,12854,1356390473
Daparkha,Daparkha,26.1293,86.9004,India,IN,IND,Bihār,,12854,1356642626
Saunshi,Saunshi,15.2167,75.3,India,IN,IND,Karnātaka,,12848,1356696879
Vedappatti,Vedappatti,10.9988,76.896,India,IN,IND,Tamil Nādu,,12846,1356159350
Rahika,Rahika,26.3803,86.0204,India,IN,IND,Bihār,,12844,1356130805
Bihārīganj,Bihariganj,25.7341,86.9884,India,IN,IND,Bihār,,12843,1356877215
Sugauna,Sugauna,26.4077,86.2174,India,IN,IND,Bihār,,12842,1356098448
Kallād,Kallad,9.95,76.6667,India,IN,IND,Kerala,,12838,1356160011
Janāi,Janai,22.7157,88.2426,India,IN,IND,West Bengal,,12837,1356241630
Meddappakkam,Meddappakkam,12.9166,80.1939,India,IN,IND,Tamil Nādu,,12837,1356370271
Kādachchinallūr,Kadachchinallur,11.3686,77.8033,India,IN,IND,Tamil Nādu,,12830,1356166809
Sattar,Sattar,25.955,86.5828,India,IN,IND,Bihār,,12827,1356003039
Barhauna,Barhauna,25.6043,85.7288,India,IN,IND,Bihār,,12827,1356324310
Kaul,Kaul,29.8461,76.6608,India,IN,IND,Haryāna,,12826,1356956153
Mullasshēri,Mullassheri,10.5333,76.0833,India,IN,IND,Kerala,,12819,1356745379
Salempur,Salempur,26.4588,84.6517,India,IN,IND,Bihār,,12818,1356639560
Arakere,Arakere,12.4133,76.8168,India,IN,IND,Karnātaka,,12814,1356591054
Ganga,Ganga,30.3229,74.9234,India,IN,IND,Punjab,,12812,1356736227
Ziro,Ziro,27.5664,93.8314,India,IN,IND,Arunāchal Pradesh,,12806,1356098978
Bela Simri,Bela Simri,25.5295,86.3079,India,IN,IND,Bihār,,12805,1356624262
Bhagwānpur Khurd,Bhagwanpur Khurd,26.75,83.74,India,IN,IND,Uttar Pradesh,,12805,1356903323
Venkatagirikota,Venkatagirikota,13.0012,78.4795,India,IN,IND,Andhra Pradesh,,12803,1356937273
Bāzidpur,Bazidpur,26.1536,86.1511,India,IN,IND,Bihār,,12801,1356452229
Yelmalla,Yelmalla,18.8241,78.1609,India,IN,IND,Andhra Pradesh,,12800,1356986294
Govindgarh,Govindgarh,24.3785,81.2964,India,IN,IND,Madhya Pradesh,,12800,1356190496
Kachchippalli,Kachchippalli,11.595,77.9188,India,IN,IND,Tamil Nādu,,12798,1356169189
Chinnakkāmpālaiyam,Chinnakkampalaiyam,10.7064,77.4575,India,IN,IND,Tamil Nādu,,12796,1356171080
Khuldābād,Khuldabad,20.0095,75.1888,India,IN,IND,Mahārāshtra,,12794,1356044538
Arohi,Arohi,31.8419,76.8645,India,IN,IND,Himāchal Pradesh,,12794,1356395367
Kurwa Mathiā,Kurwa Mathia,26.8572,84.5058,India,IN,IND,Bihār,,12793,1356034976
Lokāpur,Lokapur,16.1656,75.366,India,IN,IND,Karnātaka,,12790,1356341352
Gaura,Gaura,24.9643,86.3739,India,IN,IND,Bihār,,12789,1356202365
Rāmpurwā,Rampurwa,26.7544,84.7114,India,IN,IND,Bihār,,12788,1356556355
Mallāpur,Mallapur,16.14,74.81,India,IN,IND,Karnātaka,,12786,1356659813
Jasauli,Jasauli,26.4996,84.8171,India,IN,IND,Bihār,,12781,1356630186
Kannudaiyāmpatti,Kannudaiyampatti,10.6377,78.4733,India,IN,IND,Tamil Nādu,,12778,1356202592
Mudhol,Mudhol,18.9667,77.9167,India,IN,IND,Andhra Pradesh,,12777,1356741326
Nangavalli,Nangavalli,11.7619,77.8909,India,IN,IND,Tamil Nādu,,12772,1356501976
Harpur Bochaha,Harpur Bochaha,25.5919,85.7517,India,IN,IND,Bihār,,12768,1356046078
Nandyālampeta,Nandyalampeta,14.7218,78.8083,India,IN,IND,Andhra Pradesh,,12768,1356121850
Chodavaram,Chodavaram,17.438,81.7781,India,IN,IND,Andhra Pradesh,,12764,1356023415
Chāhatpur,Chahatpur,26.2331,87.5816,India,IN,IND,Bihār,,12760,1356118851
Bariyārpur,Bariyarpur,26.6347,84.9245,India,IN,IND,Bihār,,12757,1356125284
Maheswa,Maheswa,25.9718,86.855,India,IN,IND,Bihār,,12757,1356277915
Anaikal,Anaikal,9.6003,76.6846,India,IN,IND,Kerala,,12756,1356161433
Mahārājpur,Maharajpur,25.2087,87.7458,India,IN,IND,Jhārkhand,,12755,1356435854
Vadasseri,Vadasseri,8.1937,77.4343,India,IN,IND,Tamil Nādu,,12751,1356221888
Nawāda Gobindganj,Nawada Gobindganj,26.4868,84.6561,India,IN,IND,Bihār,,12749,1356758681
Barud,Barud,21.7497,75.527,India,IN,IND,Madhya Pradesh,,12749,1356142011
Kolappalūr,Kolappalur,11.51,77.45,India,IN,IND,Tamil Nādu,,12748,1356164008
Kāmrej,Kamrej,21.1364,72.9572,India,IN,IND,Gujarāt,,12746,1356816802
Maroli,Maroli,21.024,72.889,India,IN,IND,Gujarāt,,12746,1356263762
Begampur,Begampur,22.3705,88.494,India,IN,IND,West Bengal,,12742,1356787471
Dharampur Bānde,Dharampur Bande,25.6609,85.5742,India,IN,IND,Bihār,,12741,1356024870
Bahādurpur,Bahadurpur,25.4522,85.6303,India,IN,IND,Bihār,,12739,1356197437
Majārhāt,Majarhat,25.9654,86.8126,India,IN,IND,Bihār,,12738,1356269146
Chinna Gollapālem,Chinna Gollapalem,16.3701,81.5322,India,IN,IND,Andhra Pradesh,,12738,1356089174
Mahābaleshwar,Mahabaleshwar,17.925,73.6575,India,IN,IND,Mahārāshtra,,12737,1356059043
Bandlagūda,Bandlaguda,17.3543,78.3853,India,IN,IND,Andhra Pradesh,,12734,1356134351
Jāmi,Jami,18.05,83.2667,India,IN,IND,Andhra Pradesh,,12732,1356039997
Sonbarsa,Sonbarsa,25.7069,86.7379,India,IN,IND,Bihār,,12731,1356020659
Duvvūru,Duvvuru,14.8333,78.65,India,IN,IND,Andhra Pradesh,,12727,1356883583
Obalāpuram,Obalapuram,14.8,78.783,India,IN,IND,Andhra Pradesh,,12725,1356246117
Emmiganūru,Emmiganuru,15.15,76.92,India,IN,IND,Karnātaka,,12720,1356701425
Bakhtāwarpur,Bakhtawarpur,28.821,77.166,India,IN,IND,Delhi,,12716,1356020201
Mahtha,Mahtha,26.5988,86.3158,India,IN,IND,Bihār,,12715,1356428225
Pīrnagar,Pirnagar,25.5982,86.7178,India,IN,IND,Bihār,,12712,1356851216
Bāri,Bari,25.8769,86.1918,India,IN,IND,Bihār,,12712,1356730923
Dāmarcherla,Damarcherla,16.7269,79.6369,India,IN,IND,Andhra Pradesh,,12710,1356000300
Sivalārkulam,Sivalarkulam,8.87,77.5267,India,IN,IND,Tamil Nādu,,12705,1356202498
Mādugula,Madugula,17.9167,82.8,India,IN,IND,Andhra Pradesh,,12704,1356549390
Nirakpurpāli,Nirakpurpali,25.3244,84.8114,India,IN,IND,Bihār,,12701,1356802168
Samāi,Samai,24.9788,85.5861,India,IN,IND,Bihār,,12697,1356620327
Battulapalle,Battulapalle,14.5167,77.7833,India,IN,IND,Andhra Pradesh,,12697,1356852308
Sante Bennūr,Sante Bennur,14.1697,76.0033,India,IN,IND,Karnātaka,,12695,1356024084
Peraiyūr,Peraiyur,9.7341,77.79,India,IN,IND,Tamil Nādu,,12690,1356124163
Bamhnī,Bamhni,22.4822,80.3716,India,IN,IND,Madhya Pradesh,,12687,1356499672
Mānākondūr,Manakondur,18.3981,79.225,India,IN,IND,Andhra Pradesh,,12687,1356353668
Ālampur Gonpura,Alampur Gonpura,25.5404,85.0511,India,IN,IND,Bihār,,12686,1356937815
Maniyur,Maniyur,11.95,75.45,India,IN,IND,Kerala,,12681,1356211922
Daharia,Daharia,25.5307,87.5947,India,IN,IND,Bihār,,12678,1356461587
Kotturu,Kotturu,17.2958,82.4752,India,IN,IND,Andhra Pradesh,,12661,1356490582
Pūdūru,Puduru,16.152,77.8273,India,IN,IND,Andhra Pradesh,,12660,1356104456
Mugutkhan Hubli,Mugutkhan Hubli,15.79,74.75,India,IN,IND,Karnātaka,,12658,1356351761
Sheopuria,Sheopuria,28.53,79.77,India,IN,IND,Uttar Pradesh,,12651,1356718841
Tilāri,Tilari,25.004,85.252,India,IN,IND,Bihār,,12649,1356140676
Awantipur,Awantipur,33.9233,75.0128,India,IN,IND,Jammu and Kashmīr,,12647,1356125527
Pondūru,Ponduru,18.3508,83.7567,India,IN,IND,Andhra Pradesh,,12640,1356187054
Puttānattam,Puttanattam,10.467,78.3687,India,IN,IND,Tamil Nādu,,12637,1356016712
Kākan,Kakan,26.1509,87.5674,India,IN,IND,Bihār,,12636,1356098838
Tenmalai,Tenmalai,9.3129,77.4959,India,IN,IND,Tamil Nādu,,12636,1356209027
Adukam,Adukam,9.7954,76.8456,India,IN,IND,Kerala,,12633,1356162630
Kanniyambram,Kanniyambram,10.7333,76.4,India,IN,IND,Kerala,,12633,1356851747
Naduhatti,Naduhatti,11.4043,76.816,India,IN,IND,Tamil Nādu,,12628,1356141769
Kādiyāmpatti,Kadiyampatti,11.872,78.0961,India,IN,IND,Tamil Nādu,,12625,1356641867
Sirūr,Sirur,16.0965,75.7858,India,IN,IND,Karnātaka,,12623,1356261996
Jalpura,Jalpura,25.4862,84.737,India,IN,IND,Bihār,,12621,1356041298
Simri,Simri,25.7523,86.6074,India,IN,IND,Bihār,,12619,1356816397
Motkūr,Motkur,17.4569,79.2592,India,IN,IND,Andhra Pradesh,,12616,1356353860
Daipha,Daipha,25.1584,72.2444,India,IN,IND,Rājasthān,,12615,1356253713
Parigi,Parigi,13.9069,77.4572,India,IN,IND,Andhra Pradesh,,12614,1356618142
Chariyakulam,Chariyakulam,9.6527,77.1226,India,IN,IND,Kerala,,12609,1356231103
Kharak Kalān,Kharak Kalan,28.807,76.314,India,IN,IND,Haryāna,,12605,1356232465
Garh Sisai,Garh Sisai,25.6253,85.7887,India,IN,IND,Bihār,,12603,1356003299
Belagal,Belagal,15.8183,77.6702,India,IN,IND,Andhra Pradesh,,12603,1356016761
Muttanampālaiyam,Muttanampalaiyam,11.0845,77.3969,India,IN,IND,Tamil Nādu,,12603,1356166175
Angādikkal Tekkekara,Angadikkal Tekkekara,9.2063,76.7835,India,IN,IND,Kerala,,12600,1356161021
Hosir,Hosir,23.7735,85.8132,India,IN,IND,Jhārkhand,,12596,1356192410
Khagra,Khagra,25.3511,87.0624,India,IN,IND,Bihār,,12595,1356119136
Mīnākshipuram,Minakshipuram,9.8815,77.2747,India,IN,IND,Tamil Nādu,,12592,1356250289
Sami,Sami,23.6872,71.7786,India,IN,IND,Gujarāt,,12591,1356713074
Mahuākherāganj,Mahuakheraganj,29.13,78.92,India,IN,IND,Uttar Pradesh,,12584,1356504467
Koppal,Koppal,15.35,76.15,India,IN,IND,Karnātaka,,12584,1356544817
Chandwā,Chandwa,23.6756,84.7401,India,IN,IND,Jhārkhand,,12580,1356313386
Karedu,Karedu,15.1833,80.0667,India,IN,IND,Andhra Pradesh,,12573,1356898210
Kamalāpuram,Kamalapuram,11.768,78.0599,India,IN,IND,Tamil Nādu,,12570,1356248016
Āppukkudal,Appukkudal,11.4684,77.5766,India,IN,IND,Tamil Nādu,,12569,1356167373
Tirukkāttuppalli,Tirukkattuppalli,10.51,78.57,India,IN,IND,Tamil Nādu,,12567,1356846103
Mandrāmo,Mandramo,24.1822,85.8734,India,IN,IND,Jhārkhand,,12554,1356256561
Nohsa,Nohsa,25.5653,85.0558,India,IN,IND,Bihār,,12551,1356841424
Parasurāmpūr,Parasurampur,14.2606,76.8826,India,IN,IND,Karnātaka,,12551,1356986475
Pilich,Pilich,25.2379,85.3483,India,IN,IND,Bihār,,12550,1356105629
Marikal,Marikal,16.602,77.7294,India,IN,IND,Andhra Pradesh,,12550,1356109973
Devāpur,Devapur,19.0443,79.3499,India,IN,IND,Andhra Pradesh,,12549,1356346019
Osiān,Osian,26.7167,72.9167,India,IN,IND,Rājasthān,,12548,1356712518
Lakhipur,Lakhipur,24.8,93.02,India,IN,IND,Assam,,12545,1356065191
Nakhtarāna,Nakhtarana,23.35,69.2633,India,IN,IND,Gujarāt,,12534,1356615238
Turki,Turki,26.0294,86.0666,India,IN,IND,Bihār,,12532,1356651804
Vandithāvalam,Vandithavalam,10.65,76.7583,India,IN,IND,Kerala,,12531,1356162151
Betma,Betma,22.68,75.62,India,IN,IND,Madhya Pradesh,,12529,1356357879
Mahrail,Mahrail,26.2952,86.2763,India,IN,IND,Bihār,,12529,1356728004
Māyamānkurichchi,Mayamankurichchi,8.8855,77.5041,India,IN,IND,Tamil Nādu,,12528,1356202495
Hansot,Hansot,21.5833,72.8,India,IN,IND,Gujarāt,,12525,1356012659
Tola Khadda,Tola Khadda,26.7396,84.5014,India,IN,IND,Bihār,,12522,1356139722
Nekarāje,Nekaraje,12.5431,75.0833,India,IN,IND,Kerala,,12519,1356346469
Champādānga,Champadanga,22.83,87.96,India,IN,IND,West Bengal,,12518,1356101477
Kewatgāwān,Kewatgawan,25.8012,86.3229,India,IN,IND,Bihār,,12518,1356255463
Sāvalgi,Savalgi,16.671,75.3515,India,IN,IND,Karnātaka,,12506,1356087192
Pannaikkādu,Pannaikkadu,10.2761,77.6272,India,IN,IND,Tamil Nādu,,12504,1356205007
Sattēgālam,Sattegalam,12.15,77.1,India,IN,IND,Karnātaka,,12503,1356877694
Usmānpur,Usmanpur,25.3487,86.9669,India,IN,IND,Bihār,,12500,1356413511
Dhanupra,Dhanupra,25.6992,86.4716,India,IN,IND,Bihār,,12500,1356819972
Paithān Kawai,Paithan Kawai,26.1755,86.0685,India,IN,IND,Bihār,,12497,1356359381
Coringa,Coringa,16.8,82.2333,India,IN,IND,Andhra Pradesh,,12495,1356152808
Zuvvaladinne,Zuvvaladinne,14.808,80.0705,India,IN,IND,Andhra Pradesh,,12492,1356851672
Gosaingaon,Gosaingaon,25.3724,87.1049,India,IN,IND,Bihār,,12492,1356422615
Devsar,Devsar,28.76,76.087,India,IN,IND,Haryāna,,12488,1356379944
Vikāsnagar,Vikasnagar,30.468,77.774,India,IN,IND,Uttarākhand,,12485,1356377577
Ālwārkurichchi,Alwarkurichchi,8.7838,77.3952,India,IN,IND,Tamil Nādu,,12485,1356605258
Kotwāpatti Rāmpur,Kotwapatti Rampur,25.7153,84.8063,India,IN,IND,Bihār,,12484,1356235036
Domahani,Domahani,23.7569,87.0256,India,IN,IND,West Bengal,,12480,1356465911
Thair,Thair,18.3213,76.133,India,IN,IND,Mahārāshtra,,12479,1356695292
Chabāl Kalān,Chabal Kalan,31.4818,74.7927,India,IN,IND,Punjab,,12477,1356907554
Tiruppālai,Tiruppalai,9.9825,78.143,India,IN,IND,Tamil Nādu,,12477,1356231836
Kathāniān,Kathanian,31.6373,74.7572,India,IN,IND,Punjab,,12476,1356006871
Kuttiyēri,Kuttiyeri,12.0667,75.35,India,IN,IND,Kerala,,12473,1356028766
Shāhpura,Shahpura,23.1828,80.6997,India,IN,IND,Madhya Pradesh,,12471,1356043629
Bheja,Bheja,26.1046,86.395,India,IN,IND,Bihār,,12471,1356853271
Zaladanki,Zaladanki,14.8843,79.9125,India,IN,IND,Andhra Pradesh,,12471,1356884236
Rānranagudipeta,Ranranagudipeta,12.6618,78.5483,India,IN,IND,Tamil Nādu,,12468,1356193015
Lakshmīnārāyanapuram,Lakshminarayanapuram,11.7914,79.5555,India,IN,IND,Tamil Nādu,,12467,1356202940
Pātiram,Patiram,25.3167,88.75,India,IN,IND,West Bengal,,12462,1356075890
Guruvarājukuppam,Guruvarajukuppam,13.1125,79.5472,India,IN,IND,Andhra Pradesh,,12458,1356812393
Ahirauliyā,Ahirauliya,26.5091,84.7999,India,IN,IND,Bihār,,12448,1356049208
Harrai,Harrai,22.6143,79.2221,India,IN,IND,Madhya Pradesh,,12447,1356796609
Bhanas Hivre,Bhanas Hivre,19.4858,74.9664,India,IN,IND,Mahārāshtra,,12443,1356359361
Hanumantanpatti,Hanumantanpatti,9.7858,77.317,India,IN,IND,Tamil Nādu,,12439,1356252401
Nelmadūr,Nelmadur,9.51,78.3,India,IN,IND,Tamil Nādu,,12438,1356228219
Kānkon,Kankon,15.02,74.02,India,IN,IND,Goa,,12434,1356134641
Gohpur,Gohpur,26.8818,93.6156,India,IN,IND,Assam,,12433,1356335172
Bandalli,Bandalli,12.164,77.3504,India,IN,IND,Karnātaka,,12431,1356147283
Kallupatti,Kallupatti,9.7167,77.8667,India,IN,IND,Tamil Nādu,,12429,1356893230
Bairia,Bairia,26.7373,84.4371,India,IN,IND,Bihār,,12425,1356404618
Dhansura,Dhansura,23.3492,73.2119,India,IN,IND,Gujarāt,,12424,1356072789
Titara,Titara,26.2311,84.2444,India,IN,IND,Bihār,,12421,1356107458
Mallappulasseri,Mallappulasseri,9.3167,76.6833,India,IN,IND,Kerala,,12416,1356252167
Baswariyā,Baswariya,26.2833,86.4667,India,IN,IND,Bihār,,12413,1356000357
Hullatti,Hullatti,11.4771,76.696,India,IN,IND,Tamil Nādu,,12408,1356030543
Kolattūr,Kolattur,13.3295,79.4797,India,IN,IND,Andhra Pradesh,,12401,1356220875
Maraiyūr,Maraiyur,10.2762,77.1615,India,IN,IND,Kerala,,12399,1356979331
Ponnai,Ponnai,13.1276,79.2575,India,IN,IND,Tamil Nādu,,12394,1356059965
Buttāyagūdem,Buttayagudem,17.2089,81.3014,India,IN,IND,Andhra Pradesh,,12394,1356470319
Payyanpalli,Payyanpalli,11.8111,76.0556,India,IN,IND,Kerala,,12391,1356249348
Kalingiyam,Kalingiyam,11.4324,77.4178,India,IN,IND,Tamil Nādu,,12389,1356164000
Kamtaul,Kamtaul,26.328,85.8238,India,IN,IND,Bihār,,12386,1356328118
Ammavārikuppam,Ammavarikuppam,13.1784,79.4169,India,IN,IND,Tamil Nādu,,12386,1356257144
Tendūkheda,Tendukheda,23.1708,78.8724,India,IN,IND,Madhya Pradesh,,12381,1356102722
Chennampatti,Chennampatti,11.7011,77.6785,India,IN,IND,Tamil Nādu,,12380,1356164750
Kallamalai,Kallamalai,11.0489,76.5691,India,IN,IND,Kerala,,12379,1356921872
Attanūr,Attanur,11.5006,78.1356,India,IN,IND,Tamil Nādu,,12377,1356227228
Panjīpāra,Panjipara,26.1369,88.0132,India,IN,IND,West Bengal,,12376,1356550147
Sher,Sher,26.3422,84.621,India,IN,IND,Bihār,,12375,1356839857
Arma,Arma,25.1966,86.2468,India,IN,IND,Bihār,,12372,1356863436
Shamsābād,Shamsabad,23.8149,77.4957,India,IN,IND,Madhya Pradesh,,12372,1356165566
Olagadam,Olagadam,11.5656,77.6428,India,IN,IND,Tamil Nādu,,12368,1356164744
Allāpalli,Allapalli,19.43,80.06,India,IN,IND,Mahārāshtra,,12363,1356512323
Dharhara,Dharhara,25.2543,86.403,India,IN,IND,Bihār,,12363,1356980037
Moka,Moka,15.238,77.0599,India,IN,IND,Karnātaka,,12359,1356765626
Ichora,Ichora,19.4333,78.4667,India,IN,IND,Andhra Pradesh,,12358,1356489123
Nitte,Nitte,13.1858,74.9394,India,IN,IND,Karnātaka,,12354,1356038440
Tenambākkam,Tenambakkam,12.8102,79.7341,India,IN,IND,Tamil Nādu,,12351,1356220952
Dubak,Dubak,18.1744,78.6667,India,IN,IND,Andhra Pradesh,,12349,1356243033
Koskāpur,Koskapur,26.2669,87.1465,India,IN,IND,Bihār,,12348,1356961860
Alampur,Alampur,26.0251,78.797,India,IN,IND,Madhya Pradesh,,12342,1356726047
Bandwār,Bandwar,25.5093,86.1595,India,IN,IND,Bihār,,12336,1356605414
Aphaur,Aphaur,25.8828,84.7595,India,IN,IND,Bihār,,12331,1356037358
Periyakoduveri,Periyakoduveri,11.4811,77.2989,India,IN,IND,Tamil Nādu,,12330,1356163346
Kāttukkottai,Kattukkottai,11.6026,78.6698,India,IN,IND,Tamil Nādu,,12324,1356243353
Desri,Desri,25.6691,85.4082,India,IN,IND,Bihār,,12324,1356309525
Navelim,Navelim,15.2564,73.9686,India,IN,IND,Goa,,12323,1356163461
Jānkinagar,Jankinagar,25.8955,87.0668,India,IN,IND,Bihār,,12319,1356136854
Dasraha Bhogrājpur,Dasraha Bhograjpur,25.5691,85.6441,India,IN,IND,Bihār,,12314,1356627031
Kozhinjampāra,Kozhinjampara,10.7333,76.85,India,IN,IND,Kerala,,12311,1356970197
Kotia,Kotia,26.275,86.0532,India,IN,IND,Bihār,,12311,1356006996
Chettipulam,Chettipulam,10.4743,79.7546,India,IN,IND,Tamil Nādu,,12306,1356200769
Pandalkudi,Pandalkudi,9.3947,78.1051,India,IN,IND,Tamil Nādu,,12306,1356715413
Hasanpur,Hasanpur,25.633,85.5728,India,IN,IND,Bihār,,12302,1356804211
Paikpar,Paikpar,26.0966,87.1349,India,IN,IND,Bihār,,12299,1356504894
Kakching Khunou,Kakching Khunou,24.4047,93.8998,India,IN,IND,,,12299,1356271744
Atmākūr,Atmakur,16.3364,77.8056,India,IN,IND,Andhra Pradesh,,12297,1356165403
Nawāda,Nawada,25.1021,86.6902,India,IN,IND,Bihār,,12294,1356969393
Kot Shamir,Kot Shamir,30.1096,75.0079,India,IN,IND,Punjab,,12294,1356729057
Melavāyi,Melavayi,13.9397,77.2256,India,IN,IND,Andhra Pradesh,,12290,1356348734
Pebberu,Pebberu,16.2167,77.9833,India,IN,IND,Andhra Pradesh,,12289,1356076940
Lodhīkheda,Lodhikheda,21.5824,78.8591,India,IN,IND,Madhya Pradesh,,12282,1356200763
Eraniel,Eraniel,8.2059,77.3173,India,IN,IND,Tamil Nādu,,12282,1356662397
Hathwān,Hathwan,25.6672,86.3999,India,IN,IND,Bihār,,12279,1356054419
Erumaippatti,Erumaippatti,11.1467,78.29,India,IN,IND,Tamil Nādu,,12277,1356443438
Yenkuvārigūdem,Yenkuvarigudem,17.2055,81.1598,India,IN,IND,Andhra Pradesh,,12277,1356153760
Kulattūr,Kulattur,10.7052,78.5507,India,IN,IND,Tamil Nādu,,12276,1356961776
Baikunthpur,Baikunthpur,24.7277,81.4098,India,IN,IND,Madhya Pradesh,,12276,1356049328
Polās,Polas,18.83,78.97,India,IN,IND,Andhra Pradesh,,12274,1356353215
Sevūr,Sevur,12.6865,79.2687,India,IN,IND,Tamil Nādu,,12273,1356060240
Dagmāra,Dagmara,26.3953,86.7601,India,IN,IND,Bihār,,12268,1356068809
Kamalnagar,Kamalnagar,18.231,77.1791,India,IN,IND,Karnātaka,,12265,1356727189
Pāiker,Paiker,24.4388,87.9112,India,IN,IND,West Bengal,,12250,1356281686
Mekra,Mekra,25.4705,85.8406,India,IN,IND,Bihār,,12250,1356317314
Mahespur,Mahespur,24.6954,87.9414,India,IN,IND,West Bengal,,12250,1356131619
Khujner,Khujner,23.786,76.6177,India,IN,IND,Madhya Pradesh,,12250,1356604233
Eral,Eral,8.6258,78.0228,India,IN,IND,Tamil Nādu,,12248,1356473945
Saiyān,Saiyan,26.9433,77.9419,India,IN,IND,Uttar Pradesh,,12247,1356034685
Kallanai,Kallanai,10.0374,78.0829,India,IN,IND,Tamil Nādu,,12245,1356217780
Doddanahalli,Doddanahalli,12.3892,76.9672,India,IN,IND,Karnātaka,,12243,1356227049
Manamodu,Manamodu,11.1965,79.5953,India,IN,IND,Tamil Nādu,,12243,1356246237
Neralakaje,Neralakaje,12.5884,75.0348,India,IN,IND,Kerala,,12239,1356210417
Narala,Narala,12.5884,75.0348,India,IN,IND,Kerala,,12239,1356633568
Gopālnagar,Gopalnagar,22.8289,88.2139,India,IN,IND,West Bengal,,12232,1356095553
Chāmarru,Chamarru,16.65,80.1333,India,IN,IND,Andhra Pradesh,,12232,1356227278
Bhachhi Asli,Bhachhi Asli,26.0147,86.0444,India,IN,IND,Bihār,,12228,1356825854
